id,hip,label,proper,aliases,RA_deg,DEC_deg,distance_pc,distance_ly,spect,mag
57397,57570,HIP 57570,,HIP 57570 | HD 102524,177.00132,-8.627716,98.7167,321.9704401,F5,9.5
73276,73503,HIP 73503,,HIP 73503 | HD 132913,225.35343,10.362576,98.7167,321.9704401,F5,8.63
52253,52403,HIP 52403,,HIP 52403 | HD 92800,160.666545,-17.729366,98.7167,321.9704401,F2V,7.99
51217,51362,29Del Sex,,HIP 51362 | HD 90882 | HR 4116 | 29Del Sex,157.36959,-2.739078,98.7167,321.9704401,B9.5V,5.19
60530,60718,Acrux,Acrux,HIP 60718 | HD 108248 | HR 4730 | Alp1Cru,186.649665,-63.099092,98.7167,321.9704401,B0.5IV,0.77
44677,44806,HIP 44806,,HIP 44806 | HD 78251,136.97169,25.626295,98.7167,321.9704401,A5,7.04
92648,92940,HIP 92940,,HIP 92940 | HD 175346,284.035995,-29.476654,98.7167,321.9704401,A4V,7.28
5220,5231,HIP 5231,,HIP 5231 | HD 6591,16.72452,8.652342,98.7167,321.9704401,A3,7.97
76853,77089,HIP 77089,,HIP 77089 | HD 140574,236.10957,-3.838465,98.7167,321.9704401,A3,8.46
39150,39261,53    Cam,,HIP 39261 | HD 65339 | HR 3109 | 53    Cam,120.426975,60.324353,98.7167,321.9704401,A2p...,6.02
83779,84036,HIP 84036,,HIP 84036 | HD 155375 | HR 6385,257.690625,12.466978,98.7167,321.9704401,A1m,6.58
96422,96729,53    Sgr,,HIP 96729 | HD 185404 | HR 7470 | 53    Sgr,294.956085,-23.4277,98.7167,321.9704401,A0V,6.33
87958,88231,HIP 88231,,HIP 88231,270.26406,-18.100408,98.7167,321.9704401,A0,9.98
31189,31266,HIP 31266,,HIP 31266 | HD 46602 | HR 2403,98.361135,-20.923961,98.8142,322.2884422,K0III+...,6.39
29909,29982,HIP 29982,,HIP 29982 | HD 43821 | HR 2259,94.668135,9.047183,98.8142,322.2884422,K0,6.24
63461,63664,HIP 63664,,HIP 63664 | HD 113437,195.718875,53.927961,98.8142,322.2884422,K0,8.7
8271,8286,HIP 8286,,HIP 8286 | HD 10990,26.69166,-50.089948,98.8142,322.2884422,G5V,9.25
18094,18136,HIP 18136,,HIP 18136 | HD 26017,58.160955,-82.330875,98.8142,322.2884422,G5IV/V,9.68
65465,65671,HIP 65671,,HIP 65671 | HD 116989,201.980805,-35.923669,98.8142,322.2884422,G5/G6V,9.27
6054,6067,HIP 6067,,HIP 6067 | HD 7866,19.465905,-32.008215,98.8142,322.2884422,G3V,9.59
49381,49522,HIP 49522,,HIP 49522 | HD 87646,151.669875,17.8951,98.8142,322.2884422,G1IV,8.07
77790,78026,HIP 78026,,HIP 78026 | HD 142137,238.98129,-58.683718,98.8142,322.2884422,G0V,7.94
113573,113933,HIP 113933,,HIP 113933 | HD 218169,346.082235,70.634343,98.8142,322.2884422,G0,8.32
22329,22382,HIP 22382,,HIP 22382 | HD 30467,72.272895,27.011521,98.8142,322.2884422,F8IV,8.06
21554,21607,HIP 21607,,HIP 21607 | HD 29149,69.57909,53.784073,98.8142,322.2884422,F8,8.73
88857,89134,HIP 89134,,HIP 89134 | HD 166895,272.862255,30.125561,98.8142,322.2884422,F6V,8.65
89235,89513,HIP 89513,,HIP 89513 | HD 167253,273.996105,-37.053981,98.8142,322.2884422,F6V,8.28
114077,114439,HIP 114439,,HIP 114439 | HD 218722,347.651295,-36.764024,98.8142,322.2884422,F6V,9.15
8235,8250,HIP 8250,,HIP 8250 | HD 10911,26.549925,-45.291116,98.8142,322.2884422,F5V,8.37
27705,27774,HIP 27774,,HIP 27774 | HD 39513,88.15857,-12.767755,98.8142,322.2884422,F5V,8.06
5417,5428,HIP 5428,,HIP 5428 | HD 6996,17.342385,-56.595167,98.8142,322.2884422,F5IV,7.14
12805,12838,HIP 12838,,HIP 12838 | HD 17104,41.259975,14.237551,98.8142,322.2884422,F5,7.79
18645,18692,HIP 18692,,HIP 18692 | HD 25153,60.06939,14.305905,98.8142,322.2884422,F5,8.28
26094,26159,HIP 26159,,HIP 26159 | HD 36707,83.652465,21.622263,98.8142,322.2884422,F5,8.73
78776,79016,HIP 79016,,HIP 79016,241.930605,20.371972,98.8142,322.2884422,F5,10.36
40347,40462,HIP 40462,,HIP 40462 | HD 68192,123.92544,66.175583,98.8142,322.2884422,F2,7.15
112951,113311,HIP 113311,,HIP 113311 | HD 216900 | HR 8724,344.21445,11.848337,98.8142,322.2884422,A3Vs,6.53
83058,83313,59    Her,,HIP 83313 | HD 154029 | HR 6332 | 59    Her,255.401505,33.56827,98.8142,322.2884422,A3IV,5.27
3536,3544,HIP 3544,,HIP 3544 | HD 4222 | HR 196,11.32161,55.221396,98.8142,322.2884422,A2Vs,5.41
59125,59307,HIP 59307,,HIP 59307 | HD 105686 | HR 4628,182.51064,-34.704742,98.8142,322.2884422,A0V,6.16
4938,4948,HIP 4948,,HIP 4948,15.865815,-5.811369,98.8142,322.2884422,,10.38
69991,70214,HIP 70214,,HIP 70214,215.47809,-36.156321,98.8142,322.2884422,,10.11
57684,57856,HIP 57856,,HIP 57856 | HD 103046,177.985575,8.82264,98.912,322.6074227,K0III-IV,7.93
62717,62915,HIP 62915,,HIP 62915 | HD 112048 | HR 4896,193.408845,-4.224662,98.912,322.6074227,K0,6.45
34350,34440,45    Gem,,HIP 34440 | HD 54131 | HR 2684 | 45    Gem,107.091825,15.930675,98.912,322.6074227,G8III,5.47
64942,65147,HIP 65147,,HIP 65147 | HD 115793,200.248365,-64.574691,98.912,322.6074227,G8/K0V+...,9.52
112502,112862,21    PsA,,HIP 112862 | HD 216210 | HR 8693 | 21    PsA,342.837255,-29.536309,98.912,322.6074227,G8/K0III,5.99
15580,15619,97Kap2Cet,,HIP 15619 | HD 20791 | HR 1007 | 97Kap2Cet,50.27835,3.67562,98.912,322.6074227,G8.5III,5.7
83265,83522,HIP 83522,,HIP 83522 | HD 154022,256.040475,-30.659624,98.912,322.6074227,G6/G8V,9.67
80314,80556,HIP 80556,,HIP 80556 | HD 148074,246.706275,-31.230983,98.912,322.6074227,G5V,9.27
68946,69166,HIP 69166,,HIP 69166 | HD 123914,212.37138,38.690893,98.912,322.6074227,G5III,8.95
50499,50643,HIP 50643,,HIP 50643,155.1456,-10.801399,98.912,322.6074227,G5,10.16
77237,77473,HIP 77473,,HIP 77473 | HD 141325,237.27558,-18.704074,98.912,322.6074227,G3V,8.02
115729,116096,HIP 116096,,HIP 116096 | HD 221330,352.85775,-42.159452,98.912,322.6074227,G0V,8.28
71140,71366,HIP 71366,,HIP 71366,218.931135,20.43351,98.912,322.6074227,G0,9.48
74115,74343,HIP 74343,,HIP 74343 | HD 136673,227.907435,80.69515,98.912,322.6074227,G0,8.97
69744,69967,HIP 69967,,HIP 69967 | HD 125221,214.75989,-39.905052,98.912,322.6074227,F8/G0V,9.28
6198,6212,HIP 6212,,HIP 6212 | HD 8011,19.914795,10.957676,98.912,322.6074227,F8,8.57
79666,79908,HIP 79908,,HIP 79908 | HD 146610,244.660695,-38.653284,98.912,322.6074227,F7V,9.05
31666,31745,HIP 31745,,HIP 31745 | HD 48170,99.61065,-58.338086,98.912,322.6074227,F6V,8.22
92664,92956,HIP 92956,,HIP 92956 | HD 175347,284.077575,-34.313841,98.912,322.6074227,F6V,9.11
23285,23340,HIP 23340,,HIP 23340 | HD 32848,75.3075,-65.552748,98.912,322.6074227,F5V,8.94
116691,117057,HIP 117057,,HIP 117057 | HD 222801,355.965705,-33.427779,98.912,322.6074227,F5V,6.95
52812,52966,HIP 52966,,HIP 52966 | HD 93830,162.49071,9.823865,98.912,322.6074227,F5,9.02
83694,83951,HIP 83951,,HIP 83951 | HD 155286,257.40735,23.577925,98.912,322.6074227,F5,7.89
58045,58220,HIP 58220,,HIP 58220 | HD 103703,179.11077,-58.821344,98.912,322.6074227,F3V,8.48
90939,91221,HIP 91221,,HIP 91221 | HD 170691,279.120945,-69.081853,98.912,322.6074227,F3V,7.92
114459,114821,HIP 114821,,HIP 114821 | HD 219368,348.88995,-35.206511,98.912,322.6074227,F3V,8.5
98779,99095,HIP 99095,,HIP 99095 | HD 190756,301.76544,-17.195089,98.912,322.6074227,F3IV/V,7.86
34628,34721,HIP 34721,,HIP 34721 | HD 55474,107.844225,-39.102129,98.912,322.6074227,A3V,6.87
54798,54960,HIP 54960,,HIP 54960 | HD 97864,168.82329,-19.63754,98.912,322.6074227,A3V,6.89
27644,27713,HIP 27713,,HIP 27713 | HD 39421 | HR 2039,88.03221,-9.0419,98.912,322.6074227,A2Vn,5.95
68397,68615,HIP 68615,,HIP 68615 | HD 122944,210.695715,61.679074,98.912,322.6074227,A2,7.49
71345,71571,HIP 71571,,HIP 71571 | HD 128750 | HR 5462 | GJ 3862,219.558285,18.298379,99.0099,322.9267294,K2III:,5.9
56752,56921,HIP 56921,,HIP 56921 | HD 101396,175.052685,26.153491,99.0099,322.9267294,K1V,8.13
21218,21271,HIP 21271,,HIP 21271 | HD 29176,68.45292,-40.904537,99.0099,322.9267294,K1III,9.11
35696,35794,HIP 35794,,HIP 35794 | HD 59503,110.74953,-74.114951,99.0099,322.9267294,G6V,9.56
56698,56869,HIP 56869,,HIP 56869 | HD 101326,174.88893,-30.483841,99.0099,322.9267294,G6IV/V,9.43
116150,116517,HIP 116517,,HIP 116517 | HD 221954,354.1857,-42.362305,99.0099,322.9267294,G5/G6V,8.72
113552,113912,HIP 113912,,HIP 113912,346.01835,-37.529694,99.0099,322.9267294,G5,10.81
32806,32892,HIP 32892,,HIP 32892,102.79926,40.495341,99.0099,322.9267294,G0...,8.94
17831,17873,HIP 17873,,HIP 17873 | HD 23952,57.36252,11.144368,99.0099,322.9267294,G0,7.64
110627,110974,HIP 110974,,HIP 110974 | HD 213067,337.261095,-9.935764,99.0099,322.9267294,G0,8.61
115053,115418,HIP 115418,,HIP 115418 | HD 220250,350.70204,-53.05469,99.0099,322.9267294,F8V,8.97
2489,2495,HIP 2495,,HIP 2495,7.91655,23.708232,99.0099,322.9267294,F8,9
21564,21617,HIP 21617,,HIP 21617 | HD 29342,69.618225,28.717618,99.0099,322.9267294,F8,8.34
101352,101679,HIP 101679,,HIP 101679 | HD 196367,309.151095,8.351106,99.0099,322.9267294,F8,8.69
105285,105626,HIP 105626,,HIP 105626,320.90469,20.793453,99.0099,322.9267294,F8,9.78
99219,99537,HIP 99537,,HIP 99537 | HD 191411,303.011925,-50.723079,99.0099,322.9267294,F7V,8.53
36480,36583,HIP 36583,,HIP 36583 | HD 60224,112.86708,-43.024364,99.0099,322.9267294,F6V,8.82
2057,2062,HIP 2062,,HIP 2062 | HD 2238,6.52557,-13.077964,99.0099,322.9267294,F6/F7Vw...,8.74
30623,30696,HIP 30696,,HIP 30696 | HD 45738,96.74664,-44.122756,99.0099,322.9267294,F5V,7.97
105497,105838,HIP 105838,,HIP 105838 | HD 203727,321.55509,-57.950058,99.0099,322.9267294,F5V,8.84
110883,111230,HIP 111230,,HIP 111230 | HD 213222,338.03724,-69.107873,99.0099,322.9267294,F5/F6IV/V,7.04
25211,25274,HIP 25274,,HIP 25274 | HD 35255,81.07986,22.305634,99.0099,322.9267294,F5,8.8
27372,27440,HIP 27440,,HIP 27440 | HD 38967,87.15195,-20.633672,99.0099,322.9267294,F3V,8.59
9614,9636,HIP 9636,,HIP 9636 | HD 12546,30.96099,33.698139,99.0099,322.9267294,F2,7.74
51442,51591,HIP 51591,,HIP 51591 | HD 91220,158.07219,24.442272,99.0099,322.9267294,F0,7.18
93915,94210,HIP 94210,,HIP 94210 | HD 179280,287.689995,31.634919,99.0099,322.9267294,F0,7.17
78767,79007,45    Ser,,HIP 79007 | HD 144874 | HR 6004 | 45    Ser,241.90641,9.891743,99.0099,322.9267294,A7V,5.63
115879,116245,HIP 116245,,HIP 116245 | HD 221564,353.308035,-12.609153,99.0099,322.9267294,A4IV,7.09
39427,39538,HIP 39538,,HIP 39538 | HD 64486 | HR 3082,121.19652,79.479612,99.0099,322.9267294,A0p...,5.39
57185,57355,HIP 57355,,HIP 57355,176.38725,45.605616,99.0099,322.9267294,,9.63
5229,5240,HIP 5240,,HIP 5240 | HD 6497 | HR 316,16.75053,56.934972,99.108,323.2466885,K2III...,6.41
48211,48348,HIP 48348,,HIP 48348 | HD 85563 | HR 3910,147.832215,-46.193871,99.108,323.2466885,K2III,5.62
76428,76664,HIP 76664,,HIP 76664 | HD 138289 | HR 5757,234.827385,-77.918004,99.108,323.2466885,K2II,6.19
34066,34154,HIP 34154,,HIP 34154 | HD 51609,106.229145,72.669341,99.108,323.2466885,G5,8.85
80360,80603,HIP 80603,,HIP 80603 | HD 148121,246.859155,-37.477027,99.108,323.2466885,G3V,8.6
82990,83246,HIP 83246,,HIP 83246 | HD 153483,255.22545,-28.399321,99.108,323.2466885,G1V,8.22
4248,4258,HIP 4258,,HIP 4258 | HD 5109 | GJ 1023A,13.57473,69.047272,99.108,323.2466885,G0+...,9.18
486,487,HIP 487,,HIP 487,1.462665,78.738515,99.108,323.2466885,G0,9.44
3215,3222,HIP 3222,,HIP 3222 | HD 3840,10.23723,-4.564937,99.108,323.2466885,G0,8.96
77644,77880,HIP 77880,,HIP 77880 | HD 142572,238.56339,27.896456,99.108,323.2466885,G0,10.42
1333,1335,HIP 1335,,HIP 1335 | HD 1212,4.18116,41.849525,99.108,323.2466885,F8,8.58
16063,16102,HIP 16102,,HIP 16102 | HD 21292,51.858795,38.042332,99.108,323.2466885,F8,7.69
34430,34521,HIP 34521,,HIP 34521 | HD 54182,107.293515,30.386971,99.108,323.2466885,F8,7.84
70983,71208,HIP 71208,,HIP 71208,218.440995,-0.947328,99.108,323.2466885,F8,10.3
99848,100171,HIP 100171,,HIP 100171 | HD 193388,304.77822,26.107782,99.108,323.2466885,F8,7.92
77573,77809,HIP 77809,,HIP 77809 | HD 142131,238.32372,-14.716809,99.108,323.2466885,F7V,7.78
60119,60304,HIP 60304,,HIP 60304 | HD 107611,185.484015,27.30951,99.108,323.2466885,F6V,8.51
18503,18550,HIP 18550,,HIP 18550 | HD 24947,59.53011,5.581287,99.108,323.2466885,F5,9.03
79517,79759,HIP 79759,,HIP 79759 | HD 146789,244.18665,36.510954,99.108,323.2466885,F5,8.12
110517,110863,HIP 110863,,HIP 110863 | HD 213494,336.91635,78.569972,99.108,323.2466885,F5,8.14
84101,84359,HIP 84359,,HIP 84359 | HD 155554,258.702675,-48.708205,99.108,323.2466885,F2V,8.15
89096,89373,HIP 89373,,HIP 89373 | HD 166793,273.58128,-43.154284,99.108,323.2466885,F2V,7.79
82881,83136,HIP 83136,,HIP 83136 | HD 153326,254.83905,-14.734716,99.108,323.2466885,F0V,9
88242,88516,HIP 88516,,HIP 88516 | HD 165146,271.134525,1.237626,99.108,323.2466885,F0,7.57
30015,30088,HIP 30088,,HIP 30088 | HD 44200,94.98903,-13.993014,99.108,323.2466885,B9V,6.67
33895,33984,HIP 33984,,HIP 33984 | HD 53405,105.77151,-40.357546,99.108,323.2466885,A8III/IVm..,7.47
22136,22189,HIP 22189,,HIP 22189 | HD 30321 | HR 1522,71.600685,-2.954532,99.108,323.2466885,A2V,6.33
45943,46075,HIP 46075,,HIP 46075 | HD 81309 | HR 3735,140.936985,-37.7569,99.108,323.2466885,A1m...,6.47
83454,83711,HIP 83711,,HIP 83711 | HD 154545,256.62312,-10.806378,99.108,323.2466885,A0,7.69
32088,32173,55Psi4Aur,,HIP 32173 | HD 47914 | HR 2459 | 55Psi4Aur,100.770765,44.52445,99.2063,323.5672998,K5III,5.04
92963,93256,HIP 93256,,HIP 93256 | HD 176527 | HR 7181,284.93949,26.230404,99.2063,323.5672998,K2III,5.26
36742,36848,HIP 36848,,HIP 36848 | HD 60666 | HR 2916,113.644995,-27.012275,99.2063,323.5672998,K1III,5.78
40107,40221,HIP 40221,,HIP 40221 | HD 68586 | GJ 9258,123.21675,-7.204632,99.2063,323.5672998,K0,7.93
69662,69885,HIP 69885,,HIP 69885,214.530345,36.049207,99.2063,323.5672998,K0,10.92
102684,103015,HIP 103015,,HIP 103015 | HD 335217,313.062645,30.625832,99.2063,323.5672998,K0,9.57
56003,56170,HIP 56170,,HIP 56170 | HD 100030 | HR 4435,172.72089,47.928918,99.2063,323.5672998,G9IV,6.4
14892,14928,HIP 14928,,HIP 14928 | HD 20046,48.135495,-25.8949,99.2063,323.5672998,G6V,9.76
11475,11502,HIP 11502,,HIP 11502 | HD 15545,37.07616,-52.350825,99.2063,323.5672998,G6/G8III:+.,9.03
52279,52429,HIP 52429,,HIP 52429 | HD 92827,160.77513,-1.478024,99.2063,323.5672998,G5,9.46
66636,66848,HIP 66848,,HIP 66848 | HD 119349,205.50345,42.211085,99.2063,323.5672998,G5,8.78
54243,54402,HIP 54402,,HIP 54402 | HD 96725,166.988145,-43.088271,99.2063,323.5672998,G0/G1V,8.93
63410,63614,HIP 63614,,HIP 63614 | HD 113490,195.564855,72.485329,99.2063,323.5672998,G0,8.35
75456,75685,HIP 75685,,HIP 75685,231.92766,-2.755166,99.2063,323.5672998,G0,10.51
82249,82500,HIP 82500,,HIP 82500,252.91428,-50.047597,99.2063,323.5672998,G0,10
11652,11679,HIP 11679,,HIP 11679,37.66242,72.184444,99.2063,323.5672998,G,9.2
25630,25694,HIP 25694,,HIP 25694 | HD 35967,82.31499,21.315895,99.2063,323.5672998,F8,8.15
67836,68052,HIP 68052,,HIP 68052 | HD 121562,209.013135,8.823102,99.2063,323.5672998,F8,9.18
103549,103881,HIP 103881,,HIP 103881 | HD 200315,315.73911,-7.321486,99.2063,323.5672998,F8,8.22
8221,8236,HIP 8236,,HIP 8236 | HD 10950,26.510805,-56.958854,99.2063,323.5672998,F7/F8IV/V,9.88
31720,31800,HIP 31800,,HIP 31800 | HD 47908,99.7308,-40.585695,99.2063,323.5672998,F6V,7.97
82188,82439,HIP 82439,,HIP 82439 | HD 151855,252.720075,-22.205799,99.2063,323.5672998,F6/F7Vw...,9.45
36596,36702,HIP 36702,,HIP 36702 | HD 60734,113.245575,-55.159363,99.2063,323.5672998,F6/F7IV/V,8.09
66533,66744,HIP 66744,,HIP 66744 | HD 118930,205.198155,-38.342937,99.2063,323.5672998,F5V,8.93
56620,56789,60    UMa,,HIP 56789 | HD 101133 | HR 4480 | 60    UMa,174.639675,46.834209,99.2063,323.5672998,F5IIIs,6.09
29212,29285,HIP 29285,,HIP 29285 | HD 42853,92.616405,-48.956395,99.2063,323.5672998,F5/F6IV/V,7.65
17756,17799,HIP 17799,,HIP 17799 | HD 23875,57.149235,2.419998,99.2063,323.5672998,F5,8.27
55690,55857,HIP 55857,,HIP 55857 | HD 99507,171.716895,-9.940699,99.2063,323.5672998,F5,8.27
98419,98732,HIP 98732,,HIP 98732 | HD 189927,300.80406,-18.242155,99.2063,323.5672998,F3V,7.88
23300,23355,HIP 23355,,HIP 23355 | HD 31855,75.33972,45.888982,99.2063,323.5672998,F2,7.42
23437,23492,HIP 23492,,HIP 23492 | HD 32348,75.756675,12.059408,99.2063,323.5672998,F2,7.24
104204,104541,HIP 104541,,HIP 104541 | HD 201750,317.637,36.795998,99.2063,323.5672998,F2,7.6
23577,23632,HIP 23632,,HIP 23632 | HD 32561,76.208565,18.253932,99.2063,323.5672998,A2,7.64
79426,79667,HIP 79667,,HIP 79667 | HD 146214,243.8886,-12.680035,99.2063,323.5672998,A1V,7.48
108306,108651,HIP 108651,,HIP 108651 | HD 208890,330.1641,-50.035384,99.3049,323.8888896,K0IV/V,9.31
14026,14060,8Rho1Eri,,HIP 14060 | HD 18784 | HR 907 | 8Rho1Eri,45.291765,-7.663012,99.3049,323.8888896,K0II,5.75
18163,18208,HIP 18208,,HIP 18208 | HD 24365 | GJ 3254,58.40724,28.148113,99.3049,323.8888896,G8V,7.89
18962,19010,HIP 19010,,HIP 19010 | HD 25804,61.094415,-27.654887,99.3049,323.8888896,G5V,8.92
110935,111283,HIP 111283,,HIP 111283 | HD 213515,338.16504,-40.917448,99.3049,323.8888896,G5V,9.88
83010,83265,HIP 83265,,HIP 83265 | HD 154255,255.275055,57.114077,99.3049,323.8888896,G5,8.35
5999,6012,HIP 6012,,HIP 6012 | HD 7783,19.331205,-15.627803,99.3049,323.8888896,G3V,9.42
52349,52500,HIP 52500,,HIP 52500 | HD 93111,161.02113,-54.911271,99.3049,323.8888896,G3IV/V,9.03
101020,101346,HIP 101346,,HIP 101346 | HD 195633,308.09997,6.517575,99.3049,323.8888896,G0Vm,8.54
17301,17343,HIP 17343,,HIP 17343 | HD 23421,55.67916,-51.286606,99.3049,323.8888896,G0V,8.51
59217,59399,HIP 59399,,HIP 59399 | HD 105863,182.78076,25.990176,99.3049,323.8888896,G0,9.54
66159,66368,HIP 66368,,HIP 66368 | HD 118407,204.06375,29.776468,99.3049,323.8888896,G0,8.74
103517,103849,HIP 103849,,HIP 103849 | HD 200425,315.64491,26.157435,99.3049,323.8888896,F8V,7.76
33098,33185,HIP 33185,,HIP 33185 | HD 51159,103.60482,-40.193011,99.3049,323.8888896,F8/G0V,9.08
88120,88393,HIP 88393,,HIP 88393 | HD 165298,270.74898,46.235869,99.3049,323.8888896,F8,8.17
15305,15343,HIP 15343,,HIP 15343 | HD 20584,49.461645,-26.352414,99.3049,323.8888896,F7V,7.58
58588,58763,HIP 58763,,HIP 58763 | HD 104663,180.775005,-46.527033,99.3049,323.8888896,F7V,8.88
112047,112403,HIP 112403,,HIP 112403 | HD 215455,341.511555,-47.207388,99.3049,323.8888896,F7V,9.19
64119,64323,HIP 64323,,HIP 64323 | HD 114411,197.75985,-45.869628,99.3049,323.8888896,F5V,8.54
78072,78308,HIP 78308,,HIP 78308 | HD 143020,239.83941,-37.530061,99.3049,323.8888896,F5V,8.43
85056,85315,HIP 85315,,HIP 85315 | HD 157747,261.505425,-23.171629,99.3049,323.8888896,F5V,8.19
78269,78507,HIP 78507,,HIP 78507 | HD 143443,240.404835,-34.228882,99.3049,323.8888896,F5/F6V,9.01
2672,2678,HIP 2678,,HIP 2678 | HD 3054,8.486295,18.788066,99.3049,323.8888896,F5,8.58
18199,18244,HIP 18244,,HIP 18244,58.531305,21.135028,99.3049,323.8888896,F5,11.16
30337,30410,HIP 30410,,HIP 30410 | HD 45033,95.91507,-33.319454,99.3049,323.8888896,F3V,7.43
91617,91903,HIP 91903,,HIP 91903 | HD 173059,281.036535,-19.317853,99.3049,323.8888896,F3IV,6.74
24918,24978,HIP 24978,,HIP 24978 | HD 34995,80.23848,-14.631457,99.3049,323.8888896,F2V,8.2
106724,107067,HIP 107067,,HIP 107067 | HD 206149,325.266465,-35.644971,99.3049,323.8888896,F2V,8.58
81731,81981,HIP 81981,,HIP 81981 | HD 150863,251.207715,-27.456113,99.3049,323.8888896,F2IV,7.94
71602,71828,HIP 71828,,HIP 71828 | HD 129600,220.398285,51.39743,99.3049,323.8888896,F0,7.26
32546,32632,HIP 32632,,HIP 32632 | HD 49794,102.105375,-37.598061,99.3049,323.8888896,A7III,7.75
108801,109147,HIP 109147,,HIP 109147 | HD 209920,331.64133,12.445292,99.3049,323.8888896,A2,7.22
45037,45167,HIP 45167,,HIP 45167 | HD 79108 | HR 3651,138.05367,3.866978,99.3049,323.8888896,A0V,6.14
9214,9233,HIP 9233,,HIP 9233,29.683515,-19.764532,99.3049,323.8888896,,10.07
10660,10685,HIP 10685,,HIP 10685,34.37811,-47.790697,99.3049,323.8888896,,11.16
26813,26878,HIP 26878,,HIP 26878,85.599285,79.329152,99.3049,323.8888896,,8.33
68947,69167,HIP 69167,,HIP 69167,212.375655,64.96938,99.3049,323.8888896,,11.97
63153,63355,36    Com,,HIP 63355 | HD 112769 | HR 4920 | 36    Com,194.73102,17.409446,99.4036,324.2108056,M0III,4.76
42929,43048,HIP 43048,,HIP 43048 | HD 74669,131.559675,27.594793,99.4036,324.2108056,K1IV,7.29
23117,23171,HIP 23171,,HIP 23171 | HD 32476,74.773635,-63.424964,99.4036,324.2108056,K0IV/V,9.84
110849,111196,Ups Oct,,HIP 111196 | HD 211539 | HR 8505 | Ups Oct,337.90752,-85.967253,99.4036,324.2108056,K0III,5.76
19686,19736,HIP 19736,,HIP 19736 | HD 26703 | HR 1310,63.45765,12.753701,99.4036,324.2108056,K0,6.25
59185,59367,HIP 59367,,HIP 59367 | HD 105811,182.70111,-9.397219,99.4036,324.2108056,K0,7.5
34656,34748,HIP 34748,,HIP 34748 | HD 57224,107.909655,-76.191717,99.4036,324.2108056,G6V,9.74
2867,2873,HIP 2873,,HIP 2873 | HD 3335 | GJ 3043,9.10128,8.874125,99.4036,324.2108056,G5,7.85
51367,51516,HIP 51516,,HIP 51516,157.82805,88.02313,99.4036,324.2108056,G5,10.36
67723,67939,HIP 67939,,HIP 67939 | HD 121372,208.70127,5.926892,99.4036,324.2108056,G5,8.66
72764,72991,HIP 72991,,HIP 72991 | HD 131501,223.742805,-34.445571,99.4036,324.2108056,G3V,9.72
105052,105392,HIP 105392,,HIP 105392 | HD 203057,320.215815,-37.078043,99.4036,324.2108056,G3V,9.84
108713,109059,HIP 109059,,HIP 109059 | HD 209659,331.397775,-30.707821,99.4036,324.2108056,G0V,8.19
101182,101508,HIP 101508,,HIP 101508 | HD 346933,308.55036,21.909054,99.4036,324.2108056,G0,9.4
21335,21388,HIP 21388,,HIP 21388 | HD 29473,68.867565,-54.891284,99.4036,324.2108056,F8V,7.9
67927,68145,HIP 68145,,HIP 68145,209.273025,33.80702,99.4036,324.2108056,F8,9.09
85775,86038,HIP 86038,,HIP 86038,263.748315,-25.44469,99.4036,324.2108056,F8,10.24
116047,116413,HIP 116413,,HIP 116413 | HD 221806,353.8521,-44.247466,99.4036,324.2108056,F7/F8V,10.05
7548,7562,HIP 7562,,HIP 7562 | HD 10069,24.354285,-45.677886,99.4036,324.2108056,F6IV/V,9.28
22038,22091,HIP 22091,,HIP 22091 | HD 280105,71.290245,37.277233,99.4036,324.2108056,F5,9.44
23175,23229,HIP 23229,,HIP 23229 | HD 31578,74.974035,53.452069,99.4036,324.2108056,F5,7.98
44912,45040,HIP 45040,,HIP 45040 | HD 78364,137.606265,59.254651,99.4036,324.2108056,F5,8.35
79181,79421,HIP 79421,,HIP 79421 | HD 145833,243.13764,16.539307,99.4036,324.2108056,F5,8.24
20141,20191,HIP 20191,,HIP 20191 | HD 27692,64.911285,-50.95662,99.4036,324.2108056,F3V,8.67
65519,65726,HIP 65726,,HIP 65726 | HD 117104,202.111005,-25.212835,99.4036,324.2108056,F3/F5V,7.33
18402,18449,HIP 18449,,HIP 18449 | HD 24779,59.150415,6.71056,99.4036,324.2108056,F0,7.85
32451,32537,HIP 32537,,HIP 32537 | HD 49591 | HR 2518,101.83917,-37.929698,99.4036,324.2108056,B8/B9V,5.27
98303,98614,HIP 98614,,HIP 98614 | HD 190165,300.44463,45.476632,99.4036,324.2108056,Am...,7.52
105590,105931,HIP 105931,,HIP 105931 | HD 204198,321.816195,-8.789594,99.4036,324.2108056,A5,7.52
116552,116918,HIP 116918,,HIP 116918 | HD 222602 | HR 8983,355.486215,7.250546,99.4036,324.2108056,A3Vn,5.89
62016,62209,HIP 62209,,HIP 62209 | HD 110717,191.251965,-69.029962,99.4036,324.2108056,A3V,7.35
63637,63839,HIP 63839,,HIP 63839 | HD 113457,196.25862,-64.441586,99.4036,324.2108056,A0V,6.64
31427,31507,HIP 31507,,HIP 31507,98.973525,-17.897409,99.4036,324.2108056,,10.21
64618,64823,HIP 64823,,HIP 64823 | HD 115478 | HR 5013,199.31511,13.675751,99.5025,324.5333739,K3III,5.33
85626,85888,HIP 85888,,HIP 85888 | HD 159501 | HR 6550,263.2803,41.243449,99.5025,324.5333739,K1III:,5.72
