id,hip,label,proper,aliases,RA_deg,DEC_deg,distance_pc,distance_ly,spect,mag
23256,23311,HIP 23311,,HIP 23311 | HD 32147 | HR 1614 | Gl 183,75.204165,-5.753675,8.7078,28.40101217,K3V,6.22
32897,32984,HIP 32984,,HIP 32984 | HD 50281 | Gl 250A,103.075215,-5.173713,8.71,28.4081876,K3V,6.58
93604,93899,HIP 93899,,HIP 93899 | HD 349726 | Gl 745B,286.8051,20.877015,8.7527,28.54745621,M2,10.76
119346,,HYG 119346,,Gl 791.2,307.449645,9.688571,8.7566,28.5601763,dM6  e,13.05
118756,,HYG 118756,,GJ 3667,172.31847,18.285492,8.7719,28.61007816,DC8,13.79
118543,,HYG 118543,,GJ 2069B,127.90719,19.400083,8.7719,28.61007816,,13.32
119141,,HYG 119141,,Gl 666B,259.75572,-46.636603,8.7866,28.6580231,M0 V,8.69
118503,,HYG 118503,,GJ 1103A,117.977625,-0.002777,8.7873,28.66030619,m,13.5
118504,,HYG 118504,,GJ 1103B,117.98181,-0.001128,8.7873,28.66030619,m,15
84462,84720,HIP 84720,,HIP 84720 | HD 156274 | HR 6416 | Gl 666A,259.764825,-46.636235,8.802,28.70825112,M0V,5.47
25514,25578,HIP 25578,,HIP 25578 | Gl 203,82.000635,9.643928,8.8106,28.73630054,M5,12.48
60373,60559,HIP 60559,,HIP 60559 | Gl 465,186.218625,-18.242288,8.8511,28.86839372,M4,11.28
56359,56528,HIP 56528,,HIP 56528 | Gl 433,173.862315,-32.539972,8.8826,28.97113286,M2V,9.81
108361,108706,HIP 108706,,HIP 108706 | GJ 4247,330.30456,28.306906,8.9023,29.03538559,,11.99
118557,,HYG 118557,,Gl 318,130.388145,-32.941624,8.9047,29.04321333,DA6,11.88
99507,99825,HIP 99825,,HIP 99825 | HD 192310 | HR 7722 | Gl 785,303.82209,-27.032977,8.9111,29.06408732,K3V,5.73
55195,55360,HIP 55360,,HIP 55360 | Gl 424,170.03046,65.846487,8.9182,29.08724439,M1Vvar,9.31
93930,94223,HIP 94223,,HIP 94223,287.71797,-48.078712,8.919,29.08985364,,10.28
27006,27072,13Gam Lep,,HIP 27072 | HD 38393 | HR 1983 | Gl 216A | 13Gam Lep,86.115855,-22.448382,8.927,29.11594612,F7V,3.59
118104,,HYG 118104,,GJ 3128,30.560055,10.337364,8.9286,29.12116462,m,15.61
118496,,HYG 118496,,Gl 283B,115.08522,-17.413251,8.9286,29.12116462,m,16.42
118800,,HYG 118800,,GJ 3707,182.52108,-15.071534,8.9286,29.12116462,m,12.06
118938,,HYG 118938,,GJ 3820,209.79327,-19.835763,8.9286,29.12116462,K2 :,13
118495,,HYG 118495,,Gl 283A,115.08522,-17.413251,8.9286,29.12116462,DZQ6,13
118392,,HYG 118392,,HD 38392 | HR 1982 | Gl 216B,86.10885,-22.420198,8.9694,29.25423626,K2 V,6.13
119591,,HYG 119591,,GJ 4360,356.38251,-16.171768,9.009,29.38339404,m,14.5
118037,,HYG 118037,,Gl 51,15.81981,62.366819,9.0171,29.40981268,M5,13.66
31215,31293,HIP 31293,,HIP 31293,98.43255,-75.62999,9.0188,29.41535733,,10.35
46970,47103,HIP 47103,,HIP 47103 | Gl 357,144.006795,-21.660797,9.0236,29.43101282,K,10.91
17336,17378,Rana,Rana,HIP 17378 | HD 23249 | HR 1136 | Gl 150 | 23Del Eri,55.81209,-9.763395,9.0408,29.48711165,K0IV,3.52
57767,57939,Groombridge 1830,Groombridge 1830,HIP 57939 | HD 103095 | HR 4550 | Gl 451A,178.2423,37.718679,9.0917,29.65312505,G8Vp,6.42
109042,109388,HIP 109388,,HIP 109388 | Gl 849,332.418105,-4.640729,9.0959,29.6668236,M3,10.41
40386,40501,HIP 40501,,HIP 40501 | GJ 2066,124.03326,1.302573,9.1224,29.75325494,,10.08
64189,64394,43Bet Com,,HIP 64394 | HD 114710 | HR 4983 | Gl 502 | 43Bet Com,197.96856,27.878183,9.1291,29.7751074,G0V,4.23
15419,15457,96Kap1Cet,,HIP 15457 | HD 20630 | HR 996 | Gl 137 | 96Kap1Cet,49.840395,3.370198,9.1399,29.81033224,G5Vvar,4.84
9702,9724,HIP 9724,,HIP 9724 | Gl 84,31.270035,-17.614632,9.1424,29.81848614,M3,10.19
118779,,HYG 118779,,Gl 451B,178.230225,37.719619,9.1567,29.86512645,,12
118459,,HYG 118459,,GJ 3421,105.97938,52.707092,9.1659,29.8951328,M4.5,13.3
23457,23512,HIP 23512,,HIP 23512 | GJ 3325,75.833715,-17.373541,9.2073,30.03016139,K:,11.71
57270,57443,HIP 57443,,HIP 57443 | HD 102365 | HR 4523 | Gl 442A,176.63064,-40.500354,9.2208,30.07419245,G3/G5V,4.89
118771,,HYG 118771,,Gl 442B,176.640045,-40.495551,9.2396,30.13550978,,15
105519,105858,Gam Pav,,HIP 105858 | HD 203608 | HR 8181 | Gl 827 | Gam Pav,321.610575,-65.366198,9.2618,30.20791641,F6V,4.21
23877,23932,HIP 23932,,HIP 23932 | Gl 190,77.14596,-18.172048,9.2721,30.24151048,M5,10.28
21879,21932,HIP 21932,,HIP 21932 | HD 285968 | Gl 176,70.732305,18.958171,9.2739,30.24738128,M2,9.95
9764,9786,HIP 9786,,HIP 9786 | GJ 3135,31.45251,-30.17665,9.2756,30.25292594,K:...,12.15
118409,,HYG 118409,,GJ 3380,90.62154,49.863974,9.2764,30.25553518,m,14.47
66694,66906,HIP 66906,,HIP 66906 | GJ 3801,205.680345,33.290104,9.279,30.26401524,M:,12.03
119344,,HYG 119344,,GJ 1253,306.520335,58.57218,9.2937,30.31196017,M5,14.04
29204,29277,HIP 29277,,HIP 29277 | Gl 226,92.581935,82.106754,9.3729,30.57027572,M3,10.48
27535,27604,HIP 27604,,HIP 27604 | HD 39170,87.664635,-1.429388,9.402,30.66518712,F0,9.38
14067,14101,HIP 14101,,HIP 14101,45.464145,-16.593373,9.4197,30.72291673,,10.4
47291,47425,HIP 47425,,HIP 47425 | Gl 358,144.94362,-41.067557,9.467,30.87718852,M:,10.72
86509,86776,HIP 86776,,HIP 86776 | Gl 694,265.983165,43.378612,9.4787,30.91534877,M3,10.49
119126,,HYG 119126,,GJ 3988,255.849555,51.405844,9.5057,31.00341089,k-m,13.56
118323,,HYG 118323,,GJ 3306,69.45279,-8.818755,9.5147,31.03276493,DQ7,13.77
118263,,HYG 118263,,GJ 1065,57.684015,-6.094239,9.5329,31.09212532,dM4,12.79
118760,,HYG 118760,,Gl 432B,173.625945,-32.833234,9.5383,31.10973775,m,15
56283,56452,HIP 56452,,HIP 56452 | HD 100623 | HR 4458 | Gl 432A,173.62317,-32.83134,9.5593,31.17823051,K0V,5.96
119102,,HYG 119102,,Gl 633,250.201365,-46.00725,9.5602,31.18116591,M3,12.68
119115,,HYG 119115,,GJ 1207,254.275515,-4.350405,9.5785,31.24085246,dM3.5,12.28
117956,,HYG 117956,,GJ 1001,1.16847,-40.705153,9.5969,31.30086516,M3.5,12.84
56828,56997,61    UMa,,HIP 56997 | HD 101501 | HR 4496 | Gl 434 | 61    UMa,175.262565,34.201635,9.6117,31.34913625,G8Vvar,5.31
118265,,HYG 118265,,GJ 3253,58.171245,17.019189,9.6154,31.36120402,M4.5,13.7
118289,,HYG 118289,,GJ 3275,65.530305,19.259909,9.6154,31.36120402,dM4.5e,12.9
72717,72944,HIP 72944,,HIP 72944 | Gl 569A,223.6218,16.101062,9.6534,31.4851433,M2Ve,10.11
46522,46655,HIP 46655,,HIP 46655 | GJ 1125,142.685775,0.322661,9.6656,31.52493434,K:...,11.71
118976,,HYG 118976,,GJ 3855,217.6749,59.717783,9.6805,31.57353158,M6.5,17.88
84325,84581,HIP 84581,,HIP 84581,259.34799,-7.876427,9.6824,31.57972854,,11.09
61436,61629,HIP 61629,,HIP 61629 | Gl 479,189.46914,-52.001477,9.6918,31.61038721,M3,10.65
85794,86057,HIP 86057,,HIP 86057 | Gl 680,263.806635,-48.680866,9.7248,31.71801869,K5,10.13
69962,70185,HIP 70185,,HIP 70185,215.394045,-16.258501,9.7418,31.77346521,,13.45
31555,31635,HIP 31635,,HIP 31635 | HD 260655 | Gl 239,99.295065,17.564801,9.7466,31.7891207,M1:,9.63
81054,81300,12    Oph,,HIP 81300 | HD 149661 | HR 6171 | Gl 631 | 12    Oph,249.08937,-2.324584,9.7513,31.80445003,K2V,5.77
118152,,HYG 118152,,Gl 102,38.402385,24.925877,9.7656,31.85109034,M4,12.96
118710,,HYG 118710,,GJ 1138,162.44379,35.546333,9.7656,31.85109034,m,13.02
81753,82003,HIP 82003,,HIP 82003 | HD 151288 | Gl 638,251.276475,33.509229,9.8078,31.98872817,K7V,8.1
119360,,HYG 119360,,GJ 1256,310.14147,15.498127,9.8425,32.1019043,dM4-5,13.43
47645,47780,Añañuca,Añañuca,HIP 47780 | Gl 367,146.124795,-45.776513,9.8707,32.19388029,M1:,10.22
118012,,HYG 118012,,GJ 3049,10.86009,-41.293663,9.901,32.29270556,M4,13.1
102078,102409,HIP 102409,,HIP 102409 | HD 197481 | Gl 803,311.2896,-31.340899,9.9098,32.32140729,M1Ve,8.81
118009,,HYG 118009,,GJ 2012,10.356375,-22.350742,9.9206,32.35663214,DQ9,14.53
4862,4872,HIP 4872,,HIP 4872 | Gl 49,15.659895,62.345045,9.9602,32.48578991,K5V...,9.56
12671,12703,HIP 12703,,HIP 12703,40.811715,-54.117408,9.9671,32.50829468,,12.16
85406,85665,HIP 85665,,HIP 85665 | Gl 678.1A,262.594695,5.54852,9.9771,32.54091028,M1V...,9.33
118554,,HYG 118554,,GJ 3512,130.342515,59.499027,9.98,32.5503688,m,15.05
117460,117828,HIP 117828,,HIP 117828 | HD 223889,358.456995,-75.632529,9.993,32.59276908,M...,9.99
118101,,HYG 118101,,GJ 3126,30.395025,63.770687,10,32.6156,M4,11.03
119464,,HYG 119464,,GJ 4248,330.620355,-37.082355,10,32.6156,M3.5,11.8
119090,,HYG 119090,,GJ 3959,247.82712,40.863954,10,32.6156,m+,14.79
118041,,HYG 118041,,GJ 1028,16.220475,-18.124291,10,32.6156,m,14.46
118092,,HYG 118092,,GJ 3119,27.76677,-6.118806,10,32.6156,m,14.6
118321,,HYG 118321,,GJ 3304,69.550485,28.218456,10,32.6156,m,12.53
119110,,HYG 119110,,GJ 3976,252.738885,22.450627,10,32.6156,m,14.08
46576,46706,HIP 46706,,HIP 46706 | Gl 352A,142.830915,-13.488704,10.012,32.65473872,M2,10.06
68250,68469,HIP 68469,,HIP 68469 | HD 122303 | Gl 536,210.26328,-2.654864,10.0281,32.70724984,K5,9.71
119057,,HYG 119057,,Gl 609,240.7146,20.587624,10.0604,32.81259822,M3,12.56
67966,68184,HIP 68184,,HIP 68184 | HD 122064 | HR 5256,209.383665,61.492861,10.0644,32.82564446,K3V,6.49
2547,2552,HIP 2552,,HIP 2552 | Gl 22A,8.115945,67.235669,10.0654,32.82890602,M2.5Ve,10.27
8347,8362,HIP 8362,,HIP 8362 | HD 10780 | HR 511 | Gl 75,26.93502,63.852501,10.0675,32.8357553,K0V,5.63
118051,,HYG 118051,,GJ 3079,18.11628,-1.85684,10.101,32.94501756,DAwk,14.09
21500,21553,HIP 21553,,HIP 21553 | HD 232979 | Gl 172,69.42006,52.893614,10.1102,32.97502391,K8V,8.62
117993,,HYG 117993,,Gl 22B,8.08104,67.236151,10.1276,33.03177506,dM3.5,12.4
56916,57087,Noquisi,Noquisi,HIP 57087 | Gl 436,175.54596,26.70657,10.141,33.07547996,M3,10.67
118198,,HYG 118198,,Gl 127.1B,47.62881,-68.599373,10.1523,33.11233559,,14.73
58170,58345,HIP 58345,,HIP 58345 | HD 103932 | Gl 453,179.48454,-27.707043,10.1574,33.12896954,K4V,6.99
119280,,HYG 119280,,GJ 1235,290.411055,20.865867,10.1626,33.14592966,k-m,13.38
72665,72896,HIP 72896,,HIP 72896 | Gl 568A,223.464615,23.555766,10.1626,33.14592966,,11.53
118590,,HYG 118590,,GJ 3526,135.719385,68.062825,10.1729,33.17952372,m,12.65
83865,84123,HIP 84123,,HIP 84123 | Gl 660A,257.967765,-1.851765,10.1843,33.21670551,G,11.45
119485,,HYG 119485,,Gl 852B,334.32855,-8.804275,10.1937,33.24736417,dM5  e,14.4
119484,,HYG 119484,,Gl 852A,334.32855,-8.804275,10.1937,33.24736417,dM4.5e,13.4
29198,29271,Alp Men,,HIP 29271 | HD 43834 | HR 2261 | Gl 231 | Alp Men,92.55948,-74.753045,10.1978,33.26073657,G5V,5.08
118646,,HYG 118646,,GJ 1129,146.200035,-18.212149,10.2041,33.2812844,m,12.6
118652,,HYG 118652,,GJ 3571,148.4808,20.946514,10.2041,33.2812844,m,14.05
62361,62556,HIP 62556,,HIP 62556 | Gl 487,192.26304,66.110181,10.2135,33.31194306,M4,10.94
94054,94349,HIP 94349,,HIP 94349 | Gl 748,288.06081,2.886404,10.2208,33.33575245,M4,11.09
118992,,HYG 118992,,Gl 568B,223.468125,23.55593,10.2218,33.33901401,,12.7
119363,,HYG 119363,,Gl 799B,310.464315,-32.436746,10.2249,33.34912484,dM4.5e,11
14718,14754,HIP 14754,,HIP 14754 | Gl 127.1A,47.62908,-68.600941,10.2396,33.39706978,DA,11.39
66953,67164,HIP 67164,,HIP 67164 | GJ 3804,206.461335,-17.968218,10.2438,33.41076833,M:,11.81
108437,108782,HIP 108782,,HIP 108782 | HD 209290 | Gl 846,330.542805,1.400227,10.2449,33.41435604,M0,9.17
118174,,HYG 118174,,GJ 3182,42.15123,54.388169,10.3093,33.62440051,DC9,15.32
118387,,HYG 118387,,GJ 1083A,85.10706,24.804352,10.3413,33.72877043,m,14.85
118608,,HYG 118608,,Gl 339.1,138.99873,53.425452,10.3413,33.72877043,DXP7,13.85
82788,83043,HIP 83043,,HIP 83043 | Gl 649,254.536905,25.74416,10.3445,33.73920742,M2,9.7
118129,,HYG 118129,,GJ 3147,34.289415,35.4434,10.352,33.76366912,m+,15.99
118585,,HYG 118585,,GJ 1119,135.14166,46.586484,10.352,33.76366912,m,13.32
13368,13402,HIP 13402,,HIP 13402 | HD 17925 | HR 857 | Gl 117,43.13385,-12.769714,10.352,33.76366912,K1V,6.05
56077,56244,HIP 56244,,HIP 56244 | Gl 431,172.944375,-41.046439,10.3563,33.77769383,M,11.55
37718,37826,Pollux,Pollux,HIP 37826 | HD 62509 | HR 2990 | Gl 286 | 78Bet Gem,116.329155,28.026199,10.3584,33.7845431,K0IIIvar,1.16
118882,,HYG 118882,,Gl 508B,199.939275,47.777059,10.3724,33.83020494,,9.8
118699,,HYG 118699,,GJ 1134,160.415865,37.610542,10.395,33.9039162,m,12.98
118784,,HYG 118784,,Gl 452.1,178.534845,9.806041,10.4058,33.93914105,M3.5,12.77
10255,10279,HIP 10279,,HIP 10279 | Gl 87,33.087465,3.57562,10.4145,33.96751662,M3V:,10.04
119234,,HYG 119234,,GJ 4071,280.684545,13.903141,10.4167,33.97469205,m,12.81
118742,,Alula Australis,Alula Australis,HD 98231 | HR 4375 | Gl 423A | 53Xi  UMa,169.54677,31.528783,10.4167,33.97469205,G0 Ve,4.33
118743,,Alula Australis B,Alula Australis B,HD 98230 | HR 4374 | Gl 423B | 53Xi  UMa,169.54677,31.528783,10.4167,33.97469205,G0 Ve,4.8
76665,76901,HIP 76901,,HIP 76901 | Gl 595,235.52748,-19.471772,10.4275,34.0099169,M5,11.83
118312,,HYG 118312,,Gl 170,67.60224,39.85098,10.4275,34.0099169,M4.5,13.91
119480,,HYG 119480,,GJ 1265,333.426165,-17.687076,10.4384,34.0454679,m,13.57
45776,45908,HIP 45908,,HIP 45908 | HD 304636 | Gl 341,140.40876,-60.281953,10.4624,34.12374534,M0V,9.49
33056,33142,HIP 33142,,HIP 33142 | GJ 3412A,103.51638,60.871764,10.4789,34.17756108,M:,11.01
118099,,HYG 118099,,GJ 3125,30.45345,73.543258,10.5263,34.33215903,m,14.12
118972,,HYG 118972,,GJ 3849,217.179855,33.176703,10.5263,34.33215903,dM9,19.74
118283,,HYG 118283,,GJ 3270,64.326075,8.823778,10.5263,34.33215903,dM4  e,13.82
118339,,HYG 118339,,GJ 2036B,73.372815,-55.851595,10.5263,34.33215903,,12.15
118633,,HYG 118633,,Gl 352B,142.83093,-13.487542,10.5319,34.35042376,,10.8
14596,14632,Iot Per,,HIP 14632 | HD 19373 | HR 937 | Gl 124 | Iot Per,47.265075,49.613278,10.5407,34.37912549,G0V,4.05
48575,48714,HIP 48714,,HIP 48714 | Gl 373,149.037,62.788463,10.5619,34.44827056,M2,8.99
62491,62687,HIP 62687,,HIP 62687 | HD 111631 | Gl 488,192.681525,-0.768132,10.5708,34.47729845,M0.5V,8.49
83342,83599,HIP 83599,,HIP 83599 | Gl 654,256.307415,-5.094228,10.5719,34.48088616,M0V,10.08
37111,37217,HIP 37217,,HIP 37217 | GJ 3459,114.670575,-21.224577,10.6033,34.58329915,M2,11.68
82006,82257,HIP 82257,,HIP 82257 | GJ 1206,252.106515,59.056309,10.6338,34.68277673,DA,12.24
117964,,HYG 117964,,GJ 3010,2.225625,20.840034,10.6383,34.69745375,m,13.54
20948,21000,HIP 21000,,HIP 21000,67.552425,5.298818,10.6758,34.81976225,F8+...,9.83
119266,,HYG 119266,,GJ 1232,287.46492,17.665659,10.6838,34.84585473,k-m,13.52
79513,79755,HIP 79755,,HIP 79755 | HD 147379 | Gl 617A,244.18002,67.238846,10.6872,34.85694403,M0Vvar,8.61
101810,102141,HIP 102141,,HIP 102141 | HD 196982 | Gl 799A,310.46304,-32.43523,10.6952,34.88303651,Mpe,10.27
83334,83591,HIP 83591,,HIP 83591 | HD 154363 | Gl 653,256.264155,-5.066508,10.7066,34.9202183,K5V,7.7
64821,65026,HIP 65026,,HIP 65026 | HD 115953 | Gl 508A,199.94013,47.778029,10.7066,34.9202183,K0,8.48
81444,81693,40Zet Her,,HIP 81693 | HD 150680 | HR 6212 | Gl 635A | 40Zet Her,250.321695,31.602726,10.7158,34.95022465,F9IV,2.81
71672,71898,HIP 71898,,HIP 71898 | GJ 9492,220.590975,66.055742,10.7331,35.00664964,M3,10.88
16495,16536,HIP 16536,,HIP 16536 | Gl 145,53.23305,-44.701951,10.74,35.0291544,,11.47
119300,,HYG 119300,,Gl 766A,296.441265,27.124783,10.7411,35.03274212,dM4.5 J,12.91
119301,,HYG 119301,,Gl 766B,296.441265,27.124783,10.7411,35.03274212,,13.4
79521,79762,HIP 79762,,HIP 79762 | Gl 617B,244.19067,67.256247,10.7423,35.03665599,M3,10.69
54373,54532,HIP 54532,,HIP 54532 | Gl 413.1,167.3808,-24.598643,10.7527,35.07057621,M:,10.44
118096,,HYG 118096,,GJ 1041B,29.802,3.518118,10.7527,35.07057621,m,14
118417,,HYG 118417,,Gl 228B,92.729475,10.32,10.7793,35.15733371,,12.5
10116,10138,HIP 10138,,HIP 10138 | HD 13445 | HR 637 | Gl 86,32.605095,-50.823725,10.7828,35.16874917,K0V,6.12
10620,10644,8Del Tri,,HIP 10644 | HD 13974 | HR 660 | Gl 92 | 8Del Tri,34.262865,34.224231,10.784,35.17266304,G0V,4.84
119602,,HYG 119602,,Gl 909B,358.0854,75.543859,10.7898,35.19158009,M2,11.7
119106,,HYG 119106,,Gl 635B,250.322355,31.601207,10.7956,35.21049714,K0 V,5.4
119133,,HYG 119133,,Gl 660B,257.96757,-1.853748,10.8015,35.22974034,,12.2
70750,70975,HIP 70975,,HIP 70975 | Gl 553.1,217.754865,-12.2961,10.8178,35.28290377,M4,11.92
118033,,HYG 118033,,Gl 47,15.325515,61.366958,10.8225,35.2982331,dM2.5e,10.83
119048,,HYG 119048,,GJ 3928,238.88166,35.199694,10.8696,35.45185258,m,13.68
119506,,HYG 119506,,GJ 4281,337.225365,-13.422308,10.8814,35.49033898,M6.5,17.14
117345,117712,HIP 117712,,HIP 117712 | HD 223778 | HR 9038 | Gl 909A,358.102995,75.544588,10.8909,35.5213238,K3V,6.36
92808,93101,HIP 93101,,HIP 93101 | HD 176029 | Gl 740,284.500575,5.90812,10.9075,35.5754657,M2V,9.22
29243,29316,HIP 29316,,HIP 29316 | Gl 228A,92.728335,10.318066,10.9111,35.58720732,M3,10.41
119281,,HYG 119281,,GJ 1236,290.51058,7.042785,10.929,35.64558924,m,12.35
57584,57757,Zavijava,Zavijava,HIP 57757 | HD 102870 | HR 4540 | Gl 449 | 5Bet Vir,177.67383,1.764718,10.929,35.64558924,F8V,3.59
66250,66459,HIP 66459,,HIP 66459 | Gl 519,204.36969,35.717763,10.9361,35.66874632,M9,9.06
94776,95071,HIP 95071,,HIP 95071 | Gl 754.1A,290.145525,-7.66668,10.9517,35.71962665,DAw...,12.28
118960,,HYG 118960,,Gl 545,215.02851,-9.621801,10.9769,35.80181796,M4,12.9
114968,115332,HIP 115332,,HIP 115332 | GJ 4333,350.40609,17.29038,10.989,35.84128284,M:,11.7
118204,,HYG 118204,,GJ 3210,48.178425,-54.114162,10.989,35.84128284,DZ7,14.75
86134,86400,HIP 86400,,HIP 86400 | HD 160346 | Gl 688,264.820485,3.555239,10.9999,35.87683384,K3V,6.53
57459,57632,Denebola,Denebola,HIP 57632 | HD 102647 | HR 4534 | Gl 448 | 94Bet Leo,177.264945,14.57206,10.9999,35.87683384,A3Vvar,2.14
8750,8768,HIP 8768,,HIP 8768 | HD 11507 | Gl 79,28.20471,-22.434857,11.0059,35.8964032,K5/M0V,8.89
88694,88972,HIP 88972,,HIP 88972 | HD 166620 | HR 6806 | Gl 706,272.40612,38.457777,11.0241,35.9557636,K2V,6.38
119285,,HYG 119285,,GJ 1238,291.064005,75.554496,11.0254,35.96000362,m+,15.37
117965,,HYG 117965,,GJ 1004,3.065145,50.423483,11.0254,35.96000362,DA8,14.36
118397,,HYG 118397,,GJ 1086,87.83205,-0.17199,11.0497,36.03925953,DQP8,14.55
3087,3093,54    Psc,,HIP 3093 | HD 3651 | HR 166 | Gl 27 | 54    Psc,9.840945,21.250472,11.0595,36.07122282,K0V,5.88
41706,41824,HIP 41824,,HIP 41824 | GJ 2069A,127.906605,19.394298,11.0656,36.09111834,M5Ve,11.9
64592,64797,HIP 64797,,HIP 64797 | HD 115404 | Gl 505A,199.212645,17.017182,11.0717,36.11101385,K2V,6.49
118077,,HYG 118077,,Gl 63,24.58986,57.231476,11.0742,36.11916775,dM3,11.19
21503,21556,HIP 21556,,HIP 21556 | Gl 173,69.424455,-11.038875,11.0988,36.19940213,M1,10.34
56879,57050,HIP 57050,,HIP 57050 | GJ 1148,175.436475,42.751974,11.1037,36.21538377,M5,11.86
22686,22738,HIP 22738,,HIP 22738 | GJ 2036A,73.379775,-55.860307,11.1086,36.23136542,M2Ve,10.73
119540,,HYG 119540,,GJ 1277,344.127075,-60.051167,11.1111,36.23951932,M4,14.08
118430,,HYG 118430,,GJ 3396,97.95978,41.498078,11.1111,36.23951932,m,14.83
119241,,HYG 119241,,GJ 4078,282.401295,-57.431817,11.1111,36.23951932,m,12.7
118674,,HYG 118674,,GJ 3592,153.75375,-56.164511,11.1111,36.23951932,DZ9,15.1
118118,,HYG 118118,,GJ 3140,32.55684,11.535282,11.1111,36.23951932,dM4,12.72
12744,12777,13The Per,,HIP 12777 | HD 16895 | HR 799 | Gl 107A | 13The Per,41.04951,49.228448,11.1272,36.29203043,F7V,4.1
42688,42808,HIP 42808,,HIP 42808 | HD 74576 | Gl 320,130.825335,-38.882379,11.1408,36.33638765,K2V,6.58
48194,48331,HIP 48331,,HIP 48331 | HD 85512 | Gl 370,147.77895,-43.502787,11.1582,36.39313879,K5V,7.67
118637,,HYG 118637,,Gl 356B,143.918145,35.810449,11.1794,36.46228386,,13
118999,,HYG 118999,,GJ 1187,224.467905,56.654821,11.1857,36.48283169,m,15.53
119103,,HYG 119103,,GJ 3967,250.02195,0.704918,11.1982,36.52360119,m,13.69
118942,,HYG 118942,,Gl 537A,210.633885,46.340279,11.2233,36.60546635,dM3  e,9.85
118943,,HYG 118943,,Gl 537B,210.633885,46.340279,11.2233,36.60546635,dM3  e,9.95
119278,,HYG 119278,,Gl 754.1B,290.137635,-7.664758,11.2259,36.6139464,dM5,12.12
118878,,HYG 118878,,Gl 505B,199.212555,17.015914,11.2271,36.61786028,M1 V,9.6
118168,,HYG 118168,,Gl 107B,41.043255,49.229839,11.2322,36.63449423,M1 V,10.06
119227,,HYG 119227,,GJ 4065,279.08061,13.606748,11.236,36.64688816,M3.5,12.46
26270,26335,HIP 26335,,HIP 26335 | HD 245409 | Gl 208,84.12912,11.327866,11.2397,36.65895593,K7,8.78
428,428,HIP 428,,HIP 428 | Gl 2,1.294455,45.786567,11.2511,36.69613772,M2,9.95
77836,78072,41Gam Ser,,HIP 78072 | HD 142860 | HR 5933 | Gl 603 | 41Gam Ser,239.11323,15.661617,11.2537,36.70461777,F6V,3.85
69451,69673,Arcturus,Arcturus,HIP 69673 | HD 124897 | HR 5340 | Gl 541 | 16Alp Boo,213.91545,19.18241,11.2575,36.7170117,K2IIIp,-0.05
47378,47513,HIP 47513,,HIP 47513 | Gl 361,145.293195,13.209566,11.26,36.7251656,M2,10.38
472,473,HIP 473,,HIP 473 | HD 38 | Gl 4A,1.41996,45.812081,11.3071,36.87878508,K2,8.2
118571,,HYG 118571,,Gl 325B,133.898805,70.79595,11.3122,36.89541903,K6 V,8.9
118570,,HYG 118570,,HD 75632 | Gl 325A,133.898985,70.796381,11.3122,36.89541903,K5 V,8.7
48521,48659,HIP 48659,,HIP 48659,148.849455,-27.261306,11.3225,36.9290131,,12.04
28980,29052,HIP 29052,,HIP 29052,91.932285,-25.744864,11.3456,37.00435514,,11.87
47515,47650,HIP 47650,,HIP 47650 | Gl 362,145.718685,70.039415,11.3546,37.03370918,M4,11.19
118130,,HYG 118130,,GJ 3149B,34.14363,-30.967885,11.3636,37.06306322,M4,13
119207,,HYG 119207,,GJ 4048A,274.51674,38.775509,11.3636,37.06306322,m,11.87
119208,,HYG 119208,,GJ 4049B,274.51257,38.775489,11.3636,37.06306322,m,13.53
46945,47080,11    LMi,,HIP 47080 | HD 82885 | HR 3815 | Gl 356A | 11    LMi,143.91501,35.810133,11.3688,37.08002333,G8IV-V,5.4
20865,20917,HIP 20917,,HIP 20917 | HD 28343 | Gl 169,67.250535,21.922702,11.3921,37.15601768,K7V,8.3
67711,67927,Muphrid,Muphrid,HIP 67927 | HD 121370 | HR 5235 | Gl 534 | 8Eta Boo,208.671165,18.397717,11.396,37.16873776,G0IV,2.68
74958,75187,HIP 75187,,HIP 75187 | GJ 9520,230.47053,20.977756,11.4116,37.2196181,M9,10.66
8036,8051,HIP 8051,,HIP 8051 | Gl 70,25.834095,4.32166,11.4129,37.22385812,M2V:,10.93
116379,116745,HIP 116745,,HIP 116745 | HD 222237 | Gl 902,354.904965,-72.722155,11.4207,37.24929829,K3V,7.09
91416,91699,HIP 91699,,HIP 91699 | GJ 4070,280.4961,31.83049,11.4469,37.33475116,M4,11.27
36727,36834,HIP 36834,,HIP 36834 | Gl 277.1,113.615745,62.941501,11.4745,37.42477022,M0,10.4
118540,,HYG 118540,,GJ 3500,126.83184,-44.986033,11.4943,37.48934911,M3,11.85
118556,,HYG 118556,,Gl 317,130.24557,-23.455071,11.4943,37.48934911,m,11.98
118618,,HYG 118618,,GJ 3550,140.373015,73.114722,11.4943,37.48934911,m,15.02
119099,,HYG 119099,,GJ 3966,248.86413,35.015612,11.4943,37.48934911,m,12.95
96932,97241,HIP 97241,,HIP 97241 | GJ 4122,296.45709,32.387122,11.4956,37.49358914,,10.61
72622,72848,HIP 72848,,HIP 72848 | HD 131511 | HR 5553 | Gl 567,223.349085,19.152798,11.5101,37.54088176,K2V,6
118477,,HYG 118477,,Gl 275.2A,112.68591,48.202487,11.5607,37.70591669,sdM5,13.56
